Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Akki4A,7/7/2020 16:11,0:25:16,,Big Mouth: Season 1: Requiem for a Wet Dream (Episode 7),,Apple iPhone 6s,0:25:44,0:25:44,IN (India)
Akki4A,7/7/2020 16:11,0:00:08,,Friends: Season 9: The One with the Boob Job (Episode 16),,Apple iPhone 6s,0:13:20,Not latest view,IN (India)
Akki4A,7/7/2020 15:59,0:03:36,,Big Mouth: Season 1: Pillow Talk (Episode 6),,Apple iPhone 6s,0:25:54,0:25:54,IN (India)
Akki4A,7/7/2020 15:59,0:00:14,Autoplayed: user action: None; ,Unsolved Mysteries: 30 Product Preview,PREVIEW,Apple iPhone 6s,0:00:14,0:00:14,IN (India)
Akki4A,7/7/2020 15:56,0:01:54,Autoplayed: user action: None; ,Trailer: Desperados,TRAILER,Apple iPhone 6s,0:01:54,0:01:54,IN (India)
Akki4A,7/7/2020 15:56,0:00:13,Autoplayed: user action: None; ,Season 1 Bonus Video 6: Warrior Nun,HOOK,Apple iPhone 6s,0:00:14,0:00:14,IN (India)
Akki4A,7/7/2020 12:29,0:12:45,Autoplayed: user action: None; ,Friends: Season 9: The One with the Boob Job (Episode 16),,Apple iPhone 6s,0:13:12,Not latest view,IN (India)
Akki4A,7/7/2020 12:26,0:03:17,,Friends: Season 9: The One with the Mugging (Episode 15),,Apple iPhone 6s,0:22:38,0:22:38,IN (India)
Akki4A,7/7/2020 4:00,0:09:55,,Friends: Season 9: The One with the Mugging (Episode 15),,Apple iPhone 6s,0:19:21,Not latest view,IN (India)
Akki4A,7/6/2020 8:12,0:08:48,Autoplayed: user action: None; ,Friends: Season 9: The One with the Mugging (Episode 15),,Chrome PC (Cadmium),0:09:26,Not latest view,IN (India)
Akki4A,7/6/2020 8:11,0:01:20,,Friends: Season 9: The One with the Blind Dates (Episode 14),,Chrome PC (Cadmium),0:23:09,0:23:09,IN (India)
Akki4A,7/6/2020 3:57,0:09:54,,Friends: Season 9: The One with the Blind Dates (Episode 14),,Apple iPhone 6s,0:21:49,Not latest view,IN (India)
Akki4A,7/5/2020 17:53,0:00:12,Autoplayed: user action: None; ,Penalty_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:12,0:00:12,IN (India)
Akki4A,7/5/2020 15:50,1:50:20,,365 Days,,Chrome PC (Cadmium),1:49:55,1:49:55,IN (India)
Akki4A,7/5/2020 15:50,0:00:05,Autoplayed: user action: None; ,Schindler's List_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:05,0:00:05,IN (India)
Akki4A,7/5/2020 15:49,0:00:14,Autoplayed: user action: None; ,Season 1 Bonus Video 6: Warrior Nun,HOOK,Chrome PC (Cadmium),0:00:14,Not latest view,IN (India)
Akki4A,7/5/2020 15:48,0:00:41,Autoplayed: user action: None; ,Penalty_hook_05_16x9,HOOK,Chrome PC (Cadmium),0:00:00,0:00:00,IN (India)
Akki4A,7/5/2020 15:11,0:11:24,,Friends: Season 9: The One with the Blind Dates (Episode 14),,Apple iPhone 6s,0:11:54,Not latest view,IN (India)
Akki4A,7/5/2020 15:11,0:00:01,,Friends: Season 9: The One Where Monica Sings (Episode 13),,Apple iPhone 6s,0:11:53,0:11:53,IN (India)
Akki4A,7/5/2020 6:30,0:00:19,,The Big Bang Theory: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),0:00:19,0:00:19,IN (India)
Akki4A,7/4/2020 7:09,1:49:14,,Eat Pray Love,,Chrome PC (Cadmium),2:13:53,2:13:53,IN (India)
Akki4A,7/3/2020 17:47,0:00:05,Autoplayed: user action: None; ,Eat Pray Love_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:06,0:00:06,IN (India)
Akki4A,7/3/2020 17:15,0:25:13,,Eat Pray Love,,Apple iPhone 6s,0:25:23,Not latest view,IN (India)
Akki4A,7/3/2020 14:49,0:00:10,Autoplayed: user action: None; ,Failure to Launch_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:11,0:00:11,IN (India)
Akki4A,7/3/2020 14:48,0:00:37,Autoplayed: user action: None; ,Marriage Story (Trailer),TRAILER,Apple iPhone 6s,0:00:38,0:00:38,IN (India)
Akki4A,7/3/2020 14:47,0:00:12,,A Whisker Away,,Apple iPhone 6s,0:06:57,0:06:57,IN (India)
Akki4A,7/3/2020 14:47,0:00:09,Autoplayed: user action: None; ,:30 Product Preview: A Whisker Away,PREVIEW,Apple iPhone 6s,0:00:09,0:00:09,IN (India)
Akki4A,7/3/2020 14:46,0:00:10,Autoplayed: user action: None; ,The Order: Season 1_shortpreview_noStacks,PREVIEW,Apple iPhone 6s,0:00:11,0:00:11,IN (India)
Akki4A,7/3/2020 9:43,0:00:16,Autoplayed: user action: None; ,Season 3 Trailer: Dark,TRAILER,Chrome PC (Cadmium),0:00:16,0:00:16,IN (India)
Akki4A,7/3/2020 9:43,0:00:07,Autoplayed: user action: None; ,Trailer: Desperados,TRAILER,Chrome PC (Cadmium),0:00:07,Not latest view,IN (India)
Akki4A,7/3/2020 6:54,1:35:32,,Jai Mummy Di,,Chrome PC (Cadmium),1:35:32,1:35:32,IN (India)
Akki4A,7/3/2020 6:54,0:00:05,Autoplayed: user action: None; ,Jai Mummy Di_hook_02_16x9,HOOK,Chrome PC (Cadmium),0:00:05,0:00:05,IN (India)
Akki4A,7/3/2020 6:53,0:00:07,Autoplayed: user action: None; ,Food Wars! Shokugeki No Soma: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:07,0:00:07,IN (India)
Akki4A,7/3/2020 4:07,0:13:31,,Big Mouth: Season 1: Pillow Talk (Episode 6),,Apple iPhone 6s,0:22:18,Not latest view,IN (India)
Akki4A,7/3/2020 4:07,0:00:05,,Friends: Season 9: The One Where Monica Sings (Episode 13),,Apple iPhone 6s,0:11:52,Not latest view,IN (India)
Akki4A,7/2/2020 16:33,0:04:12,,Big Mouth: Season 1: Pillow Talk (Episode 6),,Apple iPhone 6s,0:09:06,Not latest view,IN (India)
Akki4A,7/2/2020 3:39,0:08:51,,Friends: Season 9: The One Where Monica Sings (Episode 13),,Apple iPhone 6s,0:11:37,Not latest view,IN (India)
Akki4A,7/1/2020 15:47,0:02:05,,Friends: Season 9: The One Where Monica Sings (Episode 13),,Apple iPhone 6s,0:02:46,Not latest view,IN (India)
Akki4A,7/1/2020 15:16,0:10:34,,Friends: Season 9: The One with Phoebe's Rats (Episode 12),,Apple iPhone 6s,0:23:07,0:23:07,IN (India)
Akki4A,7/1/2020 15:15,0:00:13,,Friends: Season 9: The One Where Rachel Goes Back to Work (Episode 11),,Apple iPhone 6s,0:09:19,0:09:19,IN (India)
Akki4A,7/1/2020 12:02,0:04:27,,Big Mouth: Season 1: Pillow Talk (Episode 6),,Apple iPhone 6s,0:05:03,Not latest view,IN (India)
Akki4A,7/1/2020 12:01,0:00:26,Autoplayed: user action: None; ,Dark: Season 2 (Trailer),TRAILER,Apple iPhone 6s,0:00:27,0:00:27,IN (India)
Akki4A,7/1/2020 12:01,0:00:23,Autoplayed: user action: None; ,Rick and Morty: Season 1_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:24,0:00:24,IN (India)
Akki4A,7/1/2020 12:00,0:00:04,Autoplayed: user action: None; ,Season 3 Trailer: Dark,TRAILER,Apple iPhone 6s,0:00:04,Not latest view,IN (India)
Akki4A,7/1/2020 4:41,1:02:37,,Qismat,,Chrome PC (Cadmium),2:15:11,2:15:11,IN (India)
Akki4A,6/30/2020 19:21,0:00:33,Autoplayed: user action: None; ,Love: Season 1_shortPreview_9x16,PREVIEW,Chrome PC (Cadmium),0:00:33,0:00:33,IN (India)
Akki4A,6/30/2020 15:43,1:08:49,,Qismat,,Chrome PC (Cadmium),1:12:33,Not latest view,IN (India)
Akki4A,6/30/2020 9:18,0:09:15,,Bhagam Bhag,,Chrome PC (Cadmium),2:11:07,2:11:07,IN (India)
Akki4A,6/29/2020 16:27,0:00:07,,Dark: Season 1_shortpreview_9x16,PREVIEW,Apple iPhone 6s,0:00:08,0:00:08,IN (India)
Akki4A,6/29/2020 16:26,0:00:05,Autoplayed: user action: None; ,Under the Riccione Sun (Trailer),TRAILER,Apple iPhone 6s,0:00:05,0:00:05,IN (India)
Akki4A,6/29/2020 16:26,0:00:07,Autoplayed: user action: None; ,JU-ON: Origins: Season 1 (Trailer),TRAILER,Apple iPhone 6s,0:00:07,0:00:07,IN (India)
Akki4A,6/29/2020 16:25,0:00:11,Autoplayed: user action: None; ,Season 1 Trailer: BNA,TRAILER,Apple iPhone 6s,0:00:12,0:00:12,IN (India)
Akki4A,6/29/2020 16:25,0:00:34,Autoplayed: user action: None; ,Japan Sinks: Season 1 (Trailer),TRAILER,Apple iPhone 6s,0:00:34,0:00:34,IN (India)
Akki4A,6/29/2020 16:24,0:00:05,Autoplayed: user action: None; ,Penalty_hook_02_16x9,HOOK,Apple iPhone 6s,0:00:06,0:00:06,IN (India)
Akki4A,6/29/2020 16:24,0:00:09,Autoplayed: user action: None; ,Season 2 Trailer: How to Sell Drugs Online (Fast),TRAILER,Apple iPhone 6s,0:00:09,0:00:09,IN (India)
Akki4A,6/29/2020 16:06,0:13:45,,Bhagam Bhag,,Apple iPhone 6s,2:01:52,Not latest view,IN (India)
Akki4A,6/29/2020 14:48,0:24:56,,Big Mouth: Season 1: Girls Are Horny Too (Episode 5),,Apple iPhone 6s,0:25:52,0:25:52,IN (India)
Akki4A,6/29/2020 14:37,0:10:10,,Big Mouth: Season 1: Sleepover: A Harrowing Ordeal of Emotional Brutality (Episode 4),,Apple iPhone 6s,0:25:37,0:25:37,IN (India)
Akki4A,6/29/2020 12:45,0:34:57,,Bareilly Ki Barfi,,Chrome PC (Cadmium),1:46:07,1:46:07,IN (India)
Akki4A,6/29/2020 9:53,0:13:36,,Bareilly Ki Barfi,,Chrome PC (Cadmium),1:11:50,Not latest view,IN (India)
Akki4A,6/28/2020 16:17,0:54:27,,Bareilly Ki Barfi,,Chrome PC (Cadmium),0:56:21,Not latest view,IN (India)
Akki4A,6/28/2020 16:16,0:00:13,Autoplayed: user action: None; ,Bareilly Ki Barfi_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:13,0:00:13,IN (India)
Akki4A,6/28/2020 16:16,0:00:04,Autoplayed: user action: None; ,Season 3 Trailer: Dark,TRAILER,Chrome PC (Cadmium),0:00:04,Not latest view,IN (India)
Akki4A,6/28/2020 6:29,0:17:08,,Brooklyn Nine-Nine: Season 1: Sal's Pizza (Episode 9),,Chrome PC (Cadmium),0:17:11,0:17:11,IN (India)
Akki4A,6/27/2020 6:30,0:09:04,,Friends: Season 9: The One Where Rachel Goes Back to Work (Episode 11),,Apple iPhone 6s,0:09:05,Not latest view,IN (India)
Akki4A,6/27/2020 6:22,0:08:07,,Friends: Season 9: The One with Christmas in Tulsa (Episode 10),,Apple iPhone 6s,0:23:08,0:23:08,IN (India)
Akki4A,6/27/2020 6:22,0:00:06,,Friends: Season 9: The One with Rachel's Phone Number (Episode 9),,Apple iPhone 6s,0:22:17,0:22:17,IN (India)
Akki4A,6/25/2020 11:05,0:00:02,,Brooklyn Nine-Nine: Season 1: Sal's Pizza (Episode 9),,Chrome PC (Cadmium),0:00:03,Not latest view,IN (India)
Akki4A,6/25/2020 10:41,0:16:56,,Brooklyn Nine-Nine: Season 1: Old School (Episode 8),,Chrome PC (Cadmium),0:21:37,0:21:37,IN (India)
Akki4A,6/25/2020 6:15,0:12:06,,Friends: Season 9: The One with Rachel's Phone Number (Episode 9),,Apple iPhone 6s,0:22:10,Not latest view,IN (India)
Akki4A,6/25/2020 6:15,0:00:01,,Friends: Season 9: The One with Phoebe's Birthday Dinner (Episode 5),,Apple iPhone 6s,0:00:01,0:00:01,IN (India)
Akki4A,6/25/2020 6:14,0:00:01,,Friends: Season 9: The One with the Sharks (Episode 4),,Apple iPhone 6s,0:11:09,0:11:09,IN (India)
Akki4A,6/25/2020 6:14,0:00:02,,Brooklyn Nine-Nine: Season 1: Old School (Episode 8),,Apple iPhone 6s,0:04:51,Not latest view,IN (India)
Akki4A,6/24/2020 16:24,0:11:18,,Hasee Toh Phasee,,Chrome PC (Cadmium),2:02:34,2:02:34,IN (India)
Akki4A,6/24/2020 15:36,0:41:49,,Munna Bhai MBBS,,Chrome PC (Cadmium),2:28:54,2:28:54,IN (India)
Akki4A,6/24/2020 15:31,0:04:32,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1: Old School (Episode 8),,Chrome PC (Cadmium),0:04:49,Not latest view,IN (India)
Akki4A,6/24/2020 15:09,0:21:41,,Brooklyn Nine-Nine: Season 1: 48 Hours (Episode 7),,Chrome PC (Cadmium),0:21:41,0:21:41,IN (India)
Akki4A,6/24/2020 14:54,0:12:05,,Big Mouth: Season 1: Sleepover: A Harrowing Ordeal of Emotional Brutality (Episode 4),,Chrome PC (Cadmium),0:15:27,Not latest view,IN (India)
Akki4A,6/24/2020 14:54,0:00:16,,Black Mirror: Season 2: Be Right Back (Episode 1),,Chrome PC (Cadmium),0:03:19,0:03:19,IN (India)
Akki4A,6/24/2020 14:52,0:00:45,,Rick and Morty: Season 4: Star Mort Rick Turn of the Jerri (Episode 10),,Chrome PC (Cadmium),0:20:43,0:20:43,IN (India)
Akki4A,6/24/2020 14:52,0:00:07,Autoplayed: user action: None; ,Rick and Morty: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:07,Not latest view,IN (India)
Akki4A,6/24/2020 14:51,0:00:46,Autoplayed: user action: None; ,Hook Clip: Bulbbul,HOOK,Chrome PC (Cadmium),0:00:00,0:00:00,IN (India)
Akki4A,6/23/2020 14:48,0:54:12,,Made in China,,Chrome PC (Cadmium),0:54:22,0:54:22,IN (India)
Akki4A,6/23/2020 13:54,0:00:12,Autoplayed: user action: None; ,Rick and Morty: Season 1_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:12,Not latest view,IN (India)
Akki4A,6/23/2020 13:53,0:00:34,,Rick and Morty: Season 4: Star Mort Rick Turn of the Jerri (Episode 10),,Apple iPhone 6s,0:00:34,Not latest view,IN (India)
Akki4A,6/23/2020 13:52,0:00:32,Autoplayed: user action: None; ,Rick and Morty: Season 1_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:32,Not latest view,IN (India)
Akki4A,6/23/2020 13:52,0:00:03,,365 Days,,Apple iPhone 6s,0:00:03,Not latest view,IN (India)
Akki4A,6/22/2020 13:31,0:00:28,,A Whisker Away,,Chrome PC (Cadmium),0:07:15,Not latest view,IN (India)
Akki4A,6/22/2020 10:19,0:00:54,Autoplayed: user action: None; ,Dark (Trailer),TRAILER,Chrome PC (Cadmium),0:00:54,0:00:54,IN (India)
Akki4A,6/22/2020 8:57,1:13:17,,Catch Me If You Can,,Chrome PC (Cadmium),2:16:13,2:16:13,IN (India)
Akki4A,6/22/2020 8:57,0:00:15,Autoplayed: user action: None; ,Dark (Trailer),TRAILER,Chrome PC (Cadmium),0:00:15,Not latest view,IN (India)
Akki4A,6/22/2020 8:57,0:00:07,Autoplayed: user action: None; ,Drive (Trailer),TRAILER,Chrome PC (Cadmium),0:00:07,0:00:07,IN (India)
Akki4A,6/21/2020 16:34,0:50:00,,Qarib Qarib Singlle,,Chrome PC (Cadmium),1:53:38,1:53:38,IN (India)
Akki4A,6/21/2020 16:34,0:00:04,Autoplayed: user action: None; ,Qarib Qarib Singlle_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,0:00:04,IN (India)
Akki4A,6/21/2020 16:18,0:05:09,,Catch Me If You Can,,Apple iPhone 6s,1:02:56,Not latest view,IN (India)
Akki4A,6/21/2020 14:57,0:51:21,,Catch Me If You Can,,Chrome PC (Cadmium),0:57:47,Not latest view,IN (India)
Akki4A,6/21/2020 14:41,0:05:46,,Catch Me If You Can,,Apple iPhone 6s,0:06:26,Not latest view,IN (India)
Akki4A,6/21/2020 10:23,0:21:38,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1: Halloween (Episode 6),,Chrome PC (Cadmium),0:21:39,0:21:39,IN (India)
Akki4A,6/21/2020 10:03,0:14:26,,Brooklyn Nine-Nine: Season 1: The Vulture (Episode 5),,Chrome PC (Cadmium),0:21:32,0:21:32,IN (India)
Akki4A,6/21/2020 8:39,1:02:58,,Qarib Qarib Singlle,,Chrome PC (Cadmium),1:03:18,Not latest view,IN (India)
Akki4A,6/21/2020 8:39,0:00:04,Autoplayed: user action: None; ,Qarib Qarib Singlle_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,IN (India)
Akki4A,6/21/2020 8:20,0:16:56,,Love Aaj Kal,,Chrome PC (Cadmium),0:16:46,0:16:46,IN (India)
Akki4A,6/21/2020 8:19,0:00:10,Autoplayed: user action: None; ,Chaman Bahar_hook_04_16x9,HOOK,Chrome PC (Cadmium),0:00:10,0:00:10,IN (India)
Akki4A,6/21/2020 8:19,0:00:13,Autoplayed: user action: None; ,Thackeray: Collection_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:13,0:00:13,IN (India)
Akki4A,6/21/2020 5:51,0:02:47,,Big Mouth: Season 1: Sleepover: A Harrowing Ordeal of Emotional Brutality (Episode 4),,Apple iPhone 6s,0:03:22,Not latest view,IN (India)
Akki4A,6/21/2020 5:22,0:00:03,,Big Mouth: Season 1: Sleepover: A Harrowing Ordeal of Emotional Brutality (Episode 4),,Chrome PC (Cadmium),0:00:08,Not latest view,IN (India)
Akki4A,6/21/2020 5:06,0:07:15,,Big Mouth: Season 1: Am I Gay? (Episode 3),,Chrome PC (Cadmium),0:26:01,0:26:01,IN (India)
Akki4A,6/21/2020 3:28,0:00:08,Autoplayed: user action: None; ,Rick and Morty: Season 1_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:08,Not latest view,IN (India)
Akki4A,6/20/2020 17:23,0:18:39,Autoplayed: user action: None; ,Big Mouth: Season 1: Am I Gay? (Episode 3),,Chrome PC (Cadmium),0:18:46,Not latest view,IN (India)
Akki4A,6/20/2020 16:57,0:20:50,,Big Mouth: Season 1: Everybody Bleeds (Episode 2),,Chrome PC (Cadmium),0:24:09,0:24:09,IN (India)
Akki4A,6/20/2020 16:54,0:01:06,Autoplayed: user action: None; ,Chaman Bahar_hook_04_16x9,HOOK,Chrome PC (Cadmium),0:00:00,Not latest view,IN (India)
Akki4A,6/20/2020 16:50,0:03:00,,Big Mouth: Season 1: Everybody Bleeds (Episode 2),,Chrome PC (Cadmium),0:03:19,Not latest view,IN (India)
Akki4A,6/20/2020 16:18,0:24:49,,Delhi Belly,,Chrome PC (Cadmium),0:26:35,0:26:35,IN (India)
Akki4A,6/20/2020 16:18,0:00:04,Autoplayed: user action: None; ,That '70s Show: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:04,Not latest view,IN (India)
Akki4A,6/20/2020 16:09,0:05:51,,Brooklyn Nine-Nine: Season 1: The Vulture (Episode 5),,Chrome PC (Cadmium),0:07:06,Not latest view,IN (India)
Akki4A,6/20/2020 9:02,0:05:12,,One Night Stand,,DefaultWidevineAndroidPhone,1:28:48,1:28:48,IN (India)
Akki4A,6/19/2020 19:24,0:01:36,,Brooklyn Nine-Nine: Season 1: The Vulture (Episode 5),,Apple iPhone 6s,0:01:56,Not latest view,IN (India)
Akki4A,6/19/2020 19:05,0:18:24,,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),,Apple iPhone 6s,0:21:29,0:21:29,IN (India)
Akki4A,6/19/2020 6:05,0:03:01,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1: M.E. Time (Episode 4),,Apple iPhone 6s,0:03:04,Not latest view,IN (India)
Akki4A,6/19/2020 5:55,0:09:09,,Brooklyn Nine-Nine: Season 1: The Slump (Episode 3),,Apple iPhone 6s,0:21:42,0:21:42,IN (India)
Akki4A,6/18/2020 13:46,0:12:14,,Brooklyn Nine-Nine: Season 1: The Slump (Episode 3),,Apple iPhone 6s,0:12:32,Not latest view,IN (India)
Akki4A,6/18/2020 13:42,0:02:07,Autoplayed: user action: None; ,Love 101: Season 1 (Trailer),TRAILER,Apple iPhone 6s,0:02:06,0:02:06,IN (India)
Akki4A,6/17/2020 9:58,0:20:48,,Brooklyn Nine-Nine: Season 1: The Tagger (Episode 2),,Apple iPhone 6s,0:20:54,0:20:54,IN (India)
Akki4A,6/17/2020 9:32,0:00:09,Autoplayed: user action: None; ,Axone_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:09,0:00:09,IN (India)
Akki4A,6/17/2020 6:11,0:00:11,Autoplayed: user action: None; ,Patriot Act with Hasan Minhaj: 605 Episodic Hook,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:11,0:00:11,IN (India)
Akki4A,6/16/2020 16:53,0:00:04,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1: The Tagger (Episode 2),,Apple iPhone 6s,0:00:05,Not latest view,IN (India)
Akki4A,6/16/2020 16:30,0:22:42,,Brooklyn Nine-Nine: Season 1: Pilot (Episode 1),,Apple iPhone 6s,0:22:43,0:22:43,IN (India)
Akki4A,6/16/2020 16:30,0:00:15,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:15,0:00:15,IN (India)
Akki4A,6/16/2020 16:28,0:01:45,Autoplayed: user action: None; ,Axone_hook_primary_16x9,HOOK,Apple iPhone 6s,0:01:45,Not latest view,IN (India)
Akki4A,6/16/2020 16:26,0:01:38,Autoplayed: user action: None; ,Asura Guru_hook_primary_16x9,HOOK,Apple iPhone 6s,0:01:38,0:01:38,IN (India)
Akki4A,6/16/2020 15:32,0:11:08,,Friends: Season 9: The One with the Sharks (Episode 4),,Apple iPhone 6s,0:11:08,Not latest view,IN (India)
Akki4A,6/16/2020 15:32,0:00:10,Autoplayed: user action: None; ,Friends: Season 1_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:11,Not latest view,IN (India)
Akki4A,6/16/2020 15:32,0:00:03,,Friends: Season 8: The One with the Baby Shower (Episode 20),,Apple iPhone 6s,0:05:20,0:05:20,IN (India)
Akki4A,6/16/2020 12:09,0:00:07,Autoplayed: user action: None; ,Rick and Morty: Season 1_hook_primary_16x9,HOOK,Apple iPhone 6s,0:00:08,Not latest view,IN (India)
Akki4A,6/16/2020 12:02,0:00:20,Autoplayed: user action: None; ,Sense8 (Trailer),TRAILER,Chrome PC (Cadmium),0:00:21,Not latest view,IN (India)
Akki4A,6/16/2020 12:02,0:00:07,Autoplayed: user action: None; ,Black Mirror: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:34,0:00:34,IN (India)
Akki4A,6/16/2020 12:01,0:00:28,Autoplayed: user action: None; ,Black Mirror: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),0:00:28,Not latest view,IN (India)
Akki4A,6/16/2020 12:01,0:00:09,,Rick and Morty: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),0:12:09,0:12:09,IN (India)
Akki4A,6/14/2020 10:58,0:02:10,,Dark (Trailer),TRAILER,Apple iPhone 6s,0:02:10,Not latest view,IN (India)
Akki4A,6/14/2020 10:39,0:17:23,,Rick and Morty: Season 4: Star Mort Rick Turn of the Jerri (Episode 10),,Apple iPhone 6s,0:22:58,Not latest view,IN (India)
Akki4A,6/14/2020 10:33,0:04:57,,Rick and Morty: Season 4: Star Mort Rick Turn of the Jerri (Episode 10),,Chrome PC (Cadmium),0:05:35,Not latest view,IN (India)
Akki4A,6/14/2020 10:31,0:00:03,,Rick and Morty: Season 4: Star Mort Rick Turn of the Jerri (Episode 10),,Chrome PC (Cadmium),0:00:38,Not latest view,IN (India)
Akki4A,6/14/2020 10:31,0:00:13,Autoplayed: user action: None; ,Dark (Trailer),TRAILER,Chrome PC (Cadmium),0:00:13,Not latest view,IN (India)
Akki4A,6/14/2020 10:25,0:00:45,,Rick and Morty: Season 4: Star Mort Rick Turn of the Jerri (Episode 10),,Apple iPhone 6s,0:00:35,Not latest view,IN (India)
Akki4A,6/12/2020 5:11,0:01:59,,White Lines: Season 1: Episode 1,,DefaultWidevineAndroidPhone,0:06:38,0:06:38,IN (India)
Akki4A,6/12/2020 4:19,0:01:39,,White Lines: Season 1: Episode 1,,DefaultWidevineAndroidPhone,0:02:17,Not latest view,IN (India)
Akki4A,6/12/2020 4:18,0:00:03,,The Last Kingdom: Season 1: Episode 1,,DefaultWidevineAndroidPhone,0:00:03,0:00:03,IN (India)
Akki4A,6/12/2020 4:16,0:00:03,,Elite: Season 1: Welcome (Episode 1),,DefaultWidevineAndroidPhone,0:30:09,0:30:09,IN (India)
Akki4A,6/12/2020 4:13,0:00:38,,The Last Days of American Crime,,DefaultWidevineAndroidPhone,0:45:19,Not latest view,IN (India)
Akki4A,6/10/2020 7:52,0:00:05,,Black Mirror: Season 2: Be Right Back (Episode 1),,DefaultWidevineAndroidPhone,0:00:00,Not latest view,IN (India)
Akki4A,6/7/2020 9:15,0:02:57,,Black Mirror: Season 2: Be Right Back (Episode 1),,Apple iPhone 6s,0:03:11,Not latest view,IN (India)
Akki4A,6/7/2020 8:23,0:35:07,,Black Mirror: Season 1: The Entire History of You (Episode 3),,Apple iPhone 6s,0:47:52,0:47:52,IN (India)
Akki4A,6/6/2020 14:18,0:12:24,,Black Mirror: Season 1: The Entire History of You (Episode 3),,Apple iPhone 6s,0:12:25,Not latest view,IN (India)
Akki4A,6/6/2020 13:45,0:09:11,,Black Mirror: Season 1: Fifteen Million Merits (Episode 2),,Apple iPhone 6s,1:00:36,1:00:36,IN (India)
Akki4A,6/6/2020 11:49,0:51:25,,Black Mirror: Season 1: Fifteen Million Merits (Episode 2),,Apple iPhone 6s,0:51:25,Not latest view,IN (India)
Akki4A,6/6/2020 10:22,0:19:36,,13 Reasons Why: Season 4: Winter Break (Episode 1),,Apple iPhone 6s,0:19:36,Not latest view,IN (India)
Akki4A,6/6/2020 10:18,0:03:05,Autoplayed: user action: None; ,Season 3 Recap: 13 Reasons Why,RECAP,Apple iPhone 6s,0:03:05,0:03:05,IN (India)
Akki4A,6/5/2020 15:52,0:05:15,,Friends: Season 8: The One with the Baby Shower (Episode 20),,Apple iPhone 6s,0:05:16,Not latest view,IN (India)
Akki4A,6/5/2020 15:50,0:02:21,,Friends: Season 8: The One with Joey's Interview (Episode 19),,Apple iPhone 6s,0:21:55,0:21:55,IN (India)
Akki4A,6/5/2020 15:00,0:43:00,,Black Mirror: Season 1: The National Anthem (Episode 1),,Apple iPhone 6s,0:43:00,0:43:00,IN (India)
Akki4A,6/5/2020 14:57,0:01:59,,Black Mirror: Season 3 (Trailer),TRAILER,Apple iPhone 6s,0:01:59,0:01:59,IN (India)
Akki4A,6/5/2020 13:12,0:00:05,,Oye Lucky! Lucky Oye!,,Apple iPhone 6s,1:04:02,Not latest view,IN (India)
Akki4A,6/5/2020 11:25,0:17:24,,Friends: Season 8: The One with Joey's Interview (Episode 19),,Apple iPhone 6s,0:19:34,Not latest view,IN (India)
Akki4A,6/5/2020 6:41,0:01:37,,Friends: Season 8: The One with Joey's Interview (Episode 19),,Apple iPhone 6s,0:01:38,Not latest view,IN (India)
Akki4A,6/5/2020 6:36,0:05:28,,Friends: Season 8: The One in Massapequa (Episode 18),,Apple iPhone 6s,0:21:52,0:21:52,IN (India)
Akki4A,6/3/2020 13:03,0:44:16,,Oye Lucky! Lucky Oye!,,Apple iPhone 6s,1:03:57,Not latest view,IN (India)
Akki4A,6/3/2020 7:01,0:18:02,,Oye Lucky! Lucky Oye!,,Apple iPhone 6s,0:19:41,Not latest view,IN (India)
